职位id,所属公司,公司名称
4222,,武汉普惠海洋光电技术有限公司
4223,,安徽中能众诚新能源科技有限公司
4224,,深圳市海洋王电网照明技术有限公司
4225,,河南金商源计算机网络有限公司
4226,,山东安科嘉创网络科技有限公司
4227,,湖南三德科技股份有限公司
4228,,漳州市旺盛信息技术有限公司
4229,,昆明朗卓技术咨询有限公司
4230,,天津滨海新区推动科技有限公司
4231,,成都慧能信息技术有限公司
4232,,广州昆德半导体测试技术有限公司
4233,,杭州云在信息科技有限公司
4234,,成都京东方光电科技有限公司
4235,,广东联悦气体有限公司
4236,,福建鑫三鼎机械有限公司
4237,,山东快信通电子科技有限公司
4238,,苏州芯之韵光电科技有限公司
4239,,湖北远邦信息技术有限公司
4240,,杭州歌罗丽电梯有限公司
4241,,成都华软技术工程有限公司
4242,,山东意和同悦电力工程设计有限公司
4243,,安庆市万拓科技服务有限公司芜湖分公司
4244,,江门市泰景玻璃五金厂有限公司
4245,,"
零壹科技
"
4246,,上海好医通健康信息咨询有限公司
4247,,福建弘圣信息技术有限公司
4248,,杭州江羽通信设计咨询有限公司
4249,,青岛中登电子科技有限公司
4250,,陕西帅能能源科技有限公司
4251,,深圳市昊源建设监理有限公司辽宁分公司
4252,,嘉兴坦程电子科技有限公司
4253,,南阳中通智能科技集团有限公司
4254,,河北合纵电子技术有限公司
4255,,河南良瑞医疗器械有限公司
4256,,成都新得利电子有限公司
4257,,天津市奔富工贸有限责任公司
4258,,深圳视杰技术发展有限公司
4259,,青岛雅斯生物科技有限公司
4260,,重庆亚亮科技股份有限公司
4261,,深圳市华方信息产业有限公司
4262,,重庆聚帮商贸有限公司
4263,,北京骏骐科技有限责任公司
4264,,河南省大地水泥有限公司
4265,,闻亚流体科技（上海）有限公司
4266,,湖北昊中电气有限公司
4267,,怀化三元科技文化有限公司
4268,,武汉富瑞康系统工程有限公司
4269,,湛江市尚蓝环保科技有限公司
4270,,赫普医疗技术（滨州）有限公司
4271,,四川明汉工程咨询有限公司
4272,,深圳市双合电气股份有限公司
4273,,上海云统信息科技有限公司
4274,,漳州市回声电子科技有限公司
4275,,医联网（浙江）技术股份有限公司
4276,,温州机汇科技有限公司
4277,,江苏广识电气有限公司
4278,,河北俏月联筑科技有限公司
4279,,江西省晋利嘉实业有限责任公司
4280,,江西科链九维数字科技有限公司
4281,,沈阳促晋科技有限公司
4282,,河南东泠电子科技有限公司
4283,,北京青云网圣科技有限公司
4284,,山西云之科技有限公司
4285,,北京北大软件工程股份有限公司
4286,,哈工（黑龙江）大数据有限公司
4287,,南阳市一通防爆电气有限公司
4288,,天津信熙缘科技有限公司
4289,,重庆凌万顷科技有限公司
4290,,武汉无线飞翔科技有限公司
4291,,成都市艾博实业有限公司
4292,,东莞市诺正电子有限公司
4293,,艺唯科技股份有限公司
4294,,洛阳智网网络科技有限公司
4295,,郑州雀儿山商贸有限公司
4296,,内蒙古震惶科技有限公司
4297,,中南兰信（南京）辐射技术研究院有限公司
4298,,吉林艾格瑞科技有限公司
4299,,河北恩普医药物流有限公司
4300,,耀共盈医药连锁（深圳）有限公司
4301,,深圳市南华西投资发展集团有限公司
4302,,成都燃烧互娱科技有限公司
4303,,上海行邦通讯科技有限公司
4304,,深圳市远恒科技有限公司
4305,,贵州兴创盛祥科技有限公司
4306,,山东矩阵软件工程股份有限公司
4307,,常州中价之星软件技术有限公司
4308,,连云港九尾教育咨询有限公司
4309,,湖北天盾电子技术有限公司荆州分公司
4310,,长沙因特路科技有限公司
4311,,深圳市悟空教育科技有限公司
4312,,广西金奔腾汽车科技有限公司
4313,,江苏优森智能科技有限公司
4314,,徐州盛世藏品拍卖有限公司
4315,,奥斯泰克（北京）科技有限公司
4316,,玖味（台州）信息科技有限公司
4317,,湖北易行智能科技有限公司
4318,,青岛北斗陆海科技有限公司
4319,,天津杰科同创科技发展有限公司
4320,,恩平市力卡电子有限公司
4321,,深圳市爱莲科技有限公司
4322,,熙傲信息科技（天津）有限公司
4323,,北京诚华视讯科技有限公司
4324,,湖南巨龙网络技术有限公司
4325,,青岛美谷弥佳科技有限公司
4326,,石家庄坚泰科技有限公司
4327,,东莞市同盛电脑科技有限公司
4328,,上海稳带电子科技有限公司
4329,,恒通信达（大连）科技有限公司
4330,,上海复讯农业科技有限公司
4331,,南通维视自动化科技有限公司
4332,,常德易聊网络科技有限公司
4333,,河南盘古信息技术有限公司
4334,,成都瀚蓝科技有限公司
4335,,大连弘达电气股份有限公司
4336,,深圳市通顺杰科技有限公司
4337,,深圳市朗信互联科技有限公司
4338,,青岛鑫隆大通智能科技有限公司
4339,,成都永奉科技有限公司
4340,,厦门宝太生物科技股份有限公司
4341,,河南瀚钦电子科技有限公司
4342,,东莞原动力软件开发有限公司
4343,,广州市行沣信息技术有限公司
4344,,河南晨讯云文化科技有限公司
4345,,山东联禾信息技术有限公司
4346,,山东海迅信息技术有限公司
4347,,深圳市麦信实业有限公司
4348,,广东顾德智能科技有限公司
4349,,沈阳博通易信科技有限公司
4350,,郑州凯普医学检验所（有限合伙）
4351,,广州心视界网络科技有限公司
4352,,政舜（厦门）印刷设备有限公司
4353,,德清微讯网络科技有限公司
4354,,宁夏泽慧教育科技有限公司
4355,,浙江蓝台信息技术有限公司
4356,,陕西中建晨皓建设工程有限公司
4357,,上海旌尚流体设备有限公司
4358,,北京人利合科技发展有限公司
4359,,上海卓与微信息技术有限公司
4360,,江苏金海星导航科技有限公司
4361,,上海南洋道客数字科技有限公司
4362,,南宁市迈越软件有限责任公司
4363,,万达信息股份有限公司
4364,,张家口上泰谷宾馆有限公司
4365,,成都超然祥润科技有限公司
4366,,上海丙台物联网科技有限公司
4367,,广州市齐明软件科技有限公司
4368,,新疆小马聚力信息科技有限公司
4369,,广州翼象信息科技有限公司
4370,,北京慧定聚能科技有限公司
4371,,江苏为远自动化科技有限公司
4372,,"
南京新智感
"
4373,,平头哥（济南）信息科技有限公司
4374,,湖北智政信息科技有限公司
4375,,临沂市阳光科技有限公司
4376,,山东华清创新信息技术有限公司
4377,,广州悦谦科技有限公司
4378,,杭州鑫泰科技有限公司
4379,,杭州新利科技有限公司
4380,,上海开铭智能科技有限公司
4381,,武汉利德测控技术有限公司
4382,,东莞市任航电子科技有限公司
4383,,北京恒河智谷科技有限公司
4384,,东莞市鑫蝶软件有限公司
4385,,上海双璨科技合伙企业（有限合伙）
4386,,江苏清能新能源技术股份有限公司
4387,,宁波华微睿创科技有限公司
4388,,成都火眼金睛图像技术有限公司
4389,,广州市车厘子电子科技有限公司
4390,,深圳市宁智院汽车智能科技有限公司
4391,,苏州凯瑞源信息科技有限公司
4392,,武汉无线飞翔科技有限公司
4393,,上海音锋机器人股份有限公司
4394,,南京旭品信息科技有限公司
4395,,深圳科瑞通贸易有限公司
4396,,雨润控股集团有限公司
4397,,广州德捷科技有限公司
4398,,江苏倢科软件有限公司
4399,,东莞市诺正电子有限公司
4400,,艺唯科技股份有限公司
4401,,广州沃思网络科技有限公司
4402,,洛阳智网网络科技有限公司
4403,,源卓微电子技术（上海）有限公司
4404,,温州太科电子有限公司
4405,,深圳市芯智科技有限公司
4406,,苏州创为能源装备有限公司
4407,,内蒙古震惶科技有限公司
4408,,深圳市光大激光科技股份有限公司
4409,,深圳市远控科技有限公司
4410,,华天科技（西安）投资控股有限公司
4411,,深圳市兴瑞微科技有限公司
4412,,深圳市天惠微科技有限公司
4413,,昆山同日工业自动化有限公司
4414,,深圳市道元实业有限公司
4415,,广东省洛仑兹技术股份有限公司
4416,,江苏亨芯石英科技有限公司
4417,,上海春蕾信息科技有限公司
4418,,耀共盈医药连锁（深圳）有限公司
4419,,武汉嘉游信息科技有限公司
4420,,贵州卓翔腾跃信息技术有限公司
4421,,山东欧锐激光科技有限公司
4422,,深圳市金泰谊电子有限公司
4423,,杭州威衡科技有限公司
4424,,中科光智（西安）科技有限公司
4425,,中山市君创电子科技有限公司
4426,,江苏纳通能源技术有限公司
4427,,深圳市保游网络科技有限公司
4428,,佛山市明诚软件开发有限公司
4429,,东莞市品万电子科技有限公司
4430,,深圳市镭神智能系统有限公司
4431,,上海行邦通讯科技有限公司
4432,,福建鼎石科技有限公司
4433,,深圳市南华西投资发展集团有限公司
4434,,苏州天脉导热科技股份有限公司
4435,,深圳市远恒科技有限公司
4436,,贵州兴创盛祥科技有限公司
4437,,深圳市韦德勋光电科技有限公司
4438,,松科医疗器械（中山）有限公司
4439,,盛吉盛半导体技术（上海）有限公司
4440,,连云港九尾教育咨询有限公司
4441,,泰康电子有限公司
4442,,大连理智科技有限公司
4443,,闯奇信息科技（上海）有限公司
4444,,南京梓人信息科技有限公司
4445,,易联科技（深圳）有限公司
4446,,长沙因特路科技有限公司
4447,,深圳市悟空教育科技有限公司
4448,,无锡菲光科技有限公司
4449,,武汉思创精密激光科技有限公司
4450,,深圳市百酷新能源有限公司
4451,,深圳市华曦达科技股份有限公司
4452,,深圳市汇春科技股份有限公司
4453,,深圳市韦德勋光电科技有限公司
4454,,松科医疗器械（中山）有限公司
4455,,深圳市悟空教育科技有限公司
4456,,无锡菲光科技有限公司
4457,,武汉思创精密激光科技有限公司
4458,,深圳市科信达电子有限公司
4459,,徐州盛世藏品拍卖有限公司
4460,,珠海奔图电子有限公司
4461,,上海隆兴旺电子科技有限公司
4462,,天津杰科同创科技发展有限公司
4463,,福州超宏自动化设备有限公司
4464,,宁波中科莱恩机器人有限公司
4465,,钜宝（深圳）智能有限公司
4466,,昆山鸿创智能科技有限公司
4467,,旭日东智能装备（广东）有限公司
4468,,南京创智出彩科技有限公司
4469,,"
聚鑫同创
"
4470,,东莞市均胜智能科技有限公司
4471,,深圳市特斯科半导体科技有限公司
4472,,中科元象（常州）智能装备有限公司
4473,,深圳市宸杨光电有限公司
4474,,深圳市复兴伟业技术有限公司
4475,,东莞市超业精密设备有限公司
4476,,中山市天键电声有限公司
4477,,福州千里马科技有限公司
4478,,青岛美谷弥佳科技有限公司
4479,,济南维克数字科技有限公司
4480,,上海蓁康电子有限公司
4481,,广州万物智联科技有限公司
4482,,东莞市乐琪光电科技有限公司
4483,,东莞德尚机械装备有限公司
4484,,比亚迪股份有限公司
4485,,深圳中科能投能源有限公司
4486,,奔腾激光（武汉）有限公司
4487,,深圳市华科诚科技有限公司
4488,,青岛北斗陆海科技有限公司
4489,,东莞市伟创动力科技有限公司
4490,,恒通信达（大连）科技有限公司
4491,,深圳飞安瑞科技股份有限公司
4492,,深圳力和行智能科技有限公司
4493,,四川敬信智造科技有限公司
4494,,黑龙江立高科技股份有限公司
4495,,深圳市众鸿科技股份有限公司
4496,,熙傲信息科技（天津）有限公司
4497,,厦门畅博思信息技术有限公司
4498,,中航工业南航（深圳）测控技术有限公司
4499,,北京瑞星网安技术股份有限公司
4500,,深圳市联代科技有限公司
4501,,深圳市联代科技有限公司
4502,,江西省金洹医疗器械股份有限公司
4503,,上海复讯农业科技有限公司
4504,,北京凯博瑞石油科技有限公司
4505,,常德易聊网络科技有限公司
4506,,上海冰街餐饮管理有限公司
4507,,苏州艾普乐医疗科技有限公司
4508,,深圳视域科技有限公司
4509,,华奋达（东莞）科技有限公司
4510,,苏州瑞泰信息技术有限公司
4511,,福建北峰通信科技股份有限公司
4512,,深圳市琢一科技有限公司
4513,,深圳市华睿智创电子有限公司
4514,,宁波凯祥智能科技有限公司
4515,,大连弘达电气股份有限公司
4516,,科逻技术（深圳）有限公司
4517,,艾麦斯（深圳）电源科技有限公司
4518,,无锡智代信息技术有限公司
4519,,亿臻智能科技（珠海）有限公司
4520,,深圳市通顺杰科技有限公司
4521,,成都优奈特科技发展有限公司
4522,,深圳市其利天下技术开发有限公司
4523,,吴江市亚安自动化设备科技有限公司
4524,,金华东讯网络科技有限公司
4525,,旭辉卓越健康信息科技有限公司
4526,,苏州韦肯电子科技有限公司
4527,,广东多尼斯科技有限公司
4528,,福建科德电子科技有限公司
4529,,无锡日联科技股份有限公司
4530,,深圳市华讯隆科技有限公司
4531,,广州六瑞消防科技有限公司
4532,,因方科技（无锡）有限公司
4533,,西安研鹏协创科技有限公司
4534,,深圳市德力时代科技有限公司
4535,,广州盛为电子商务有限公司
4536,,亿达信息技术有限公司
4537,,广州盛为电子商务有限公司
4538,,苏州科奥智能科技有限公司
4539,,山东赛雷思信息技术有限公司
4540,,河南晨讯云文化科技有限公司
4541,,西安常通软件技术开发有限公司
4542,,山东联禾信息技术有限公司
4543,,山东海迅信息技术有限公司
4544,,佛山市尚夏网络科技有限公司
4545,,泉州木三科技有限公司
4546,,广东顾德智能科技有限公司
4547,,苏州通商软件科技有限公司
4548,,郑州凯普医学检验所（有限合伙）
4549,,广州心视界网络科技有限公司
4550,,联欣科技投资（广州）有限公司
4551,,上银科技（中国）有限公司
4552,,安徽炬视科技有限公司
4553,,重庆鸣洋警安电器有限公司
4554,,德森特（深圳）传感系统工程有限公司
4555,,深圳市群泽智能科技有限公司
4556,,珠海虹迈智能科技有限公司
4557,,深圳市驰卡技术有限公司
4558,,深圳市正方形电子科技有限公司
4559,,苏州艾瑞科医疗科技有限公司
4560,,深圳市展嵘电子有限公司
4561,,深圳市迪沃智能通信有限公司
4562,,深圳市乙克科技有限公司
4563,,深圳尚蓝柏科技有限公司
4564,,上海杰之能软件科技有限公司
4565,,北京领雁科技股份有限公司
4566,,深圳市鹏洲通信技术有限公司
4567,,深圳市福瑞斯健康科技有限公司
4568,,工汇（广州）企业管理咨询有限公司
4569,,宁波文钥科技有限公司
4570,,宁波亿企贸网络科技有限公司
4571,,上海卓与微信息技术有限公司
4572,,江苏金海星导航科技有限公司
4573,,中汇恒升（北京）信息咨询有限公司
4574,,深圳市晶朋科技有限公司
4575,,东富龙科技集团股份有限公司
4576,,济南新天宇汽车电器有限公司
4577,,大连麦子信息技术有限公司
4578,,希姆西自动化（南京）有限公司
4579,,北京新雷能科技股份有限公司
4580,,电科测控技术（天津）有限公司
4581,,武汉智菱物联科技有限公司
4582,,深圳市派安科技有限公司
4583,,易兆微电子（杭州）股份有限公司
4584,,深圳芯启航科技有限公司
4585,,北京九纯健科技发展有限公司
4586,,昂科信息技术（上海）股份有限公司
4587,,广东新邦智联科技有限公司
4588,,深圳市长龙鑫电子有限公司
4589,,漳州科能人工智能科技有限公司
4590,,北京超思电子技术有限责任公司
4591,,珠海创智科技有限公司
4592,,郑州正方科技有限公司
4593,,深圳市博孚机电有限公司
4594,,浙江绍兴和达水务技术股份有限公司
4595,,成都油管家科技有限公司
4596,,东莞市酷得智能科技有限公司
4597,,深圳市芯视听科技有限公司
4598,,江苏博视源电子科技有限公司
4599,,南京悦世耀科技有限公司
4600,,上海致拓数字科技有限公司
4601,,北京中强创业科技集团有限公司
4602,,丰疆智能软件科技（南京）有限公司
4603,,深圳市立诚威电子有限公司
4604,,深圳市美芯微半导体科技有限公司
4605,,江苏联康信息股份有限公司
4606,,深圳市明源云科技有限公司
4607,,无锡苏民通电子商务有限公司
4608,,深圳市艾拍科技有限公司
4609,,广州市安思柏科技有限公司
4610,,磐石电气（常州）有限公司
4611,,深圳智赛机器人有限公司
4612,,上海卓建科技有限公司
4613,,广州丹霄信息技术有限公司
4614,,中山市瑞控电子科技有限公司
4615,,宁波汇五洲智能科技有限公司
4616,,南京达禧信息技术有限公司
4617,,"
矽敏科技
"
4618,,上海力融信息技术有限公司
4619,,北京中科服科技有限公司
4620,,深圳市优创亿科技有限公司
4621,,东莞爱阳动力新能源有限公司
4622,,武汉际上导航科技有限公司
4623,,深圳锦弘霖科技有限公司
4624,,宁波金科磁业有限公司
4625,,深圳市卓扬光电科技有限公司
4626,,"
中芯应用
"
4627,,深圳市富斯科技有限公司
4628,,苏州博古特智造有限公司
4629,,东莞市盟拓智能科技有限公司
4630,,昆山同日工业自动化有限公司
4631,,苏州鑫信腾科技有限公司
4632,,深圳市道元实业有限公司
4633,,深圳市电将军科技有限公司
4634,,北京宇同科技有限公司
4635,,广东省洛仑兹技术股份有限公司
4636,,博泽汽车技术企业管理（中国）有限公司
4637,,深圳市川祺盛实业有限公司
4638,,上海精智实业股份有限公司
4639,,宁波涌友软件有限公司
4640,,深圳市乾音科技有限公司
4641,,广东以思创智能科技有限公司
4642,,深圳市沃感科技有限公司
4643,,深圳市芯鑫盛科技有限公司
4644,,东莞德尚机械装备有限公司
4645,,上海润督光电科技有限公司
4646,,深圳神拳互动科技有限公司
4647,,努恩（常州）智能装备有限公司
4648,,深圳市宁智院汽车智能科技有限公司
4649,,北京小灯共创科技有限公司
4650,,苏州市精创测控技术有限公司
4651,,诚迈科技（南京）股份有限公司
4652,,深圳市世鑫医疗科技有限公司
4653,,上海迈波科技有限公司
4654,,深圳西德瑞科技有限公司
4655,,深圳市杰芯创电子科技有限公司
4656,,盈凡电气产品（上海）有限公司
4657,,武汉智觉空间信息技术有限公司
4658,,博众精工科技股份有限公司
4659,,瑞德电子（深圳）有限公司
4660,,灵动翘睫（深圳）科技有限公司
4661,,源卓微电子技术（上海）有限公司
4662,,深圳南方德尔汽车电子有限公司
4663,,深圳市鹏林电子有限公司
4664,,苏州圭石科技有限公司
4665,,苏州市汇邦自动化系统有限公司
4666,,深圳市拓达通电子有限公司
4667,,深圳浩宁通科技有限公司
4668,,珠海锐翔智能科技有限公司
4669,,上海隆兴旺电子科技有限公司
4670,,上海循道新能源科技有限公司
4671,,深圳市杰优管理咨询有限公司
4672,,深圳市万汇芯源科技有限公司
4673,,深圳市峰移金谷科技有限公司
4674,,深圳市众鸿科技股份有限公司
4675,,深圳市诺泰芯装备有限公司
4676,,江西美格尔医疗设备有限公司
4677,,深圳市汉越激光科技有限公司
4678,,深圳市阳邦电子有限公司
4679,,西安卓华联盛科技有限公司
4680,,深圳市耐斯特能源科技有限公司
4681,,广东保伦电子股份有限公司
4682,,中城洛邑科技（北京）有限公司
4683,,上海中觅通信技术有限公司
4684,,上海航天壹亘智能科技有限公司
4685,,深圳市纳研科技有限公司
4686,,飞猫智联（深圳）科技有限公司
4687,,宁波九纵智能科技有限公司深圳分公司
4688,,深圳市壹倍科技有限公司
4689,,维沃移动通信有限公司
4690,,西安芯瞳半导体技术有限公司
4691,,上海德岂智能科技有限公司
4692,,华峰集团有限公司
4693,,深圳市韦德勋光电科技有限公司
4694,,赛特威尔电子股份有限公司
4695,,武汉圆周率软件科技有限公司
4696,,宁波人财云科技有限公司
4697,,北京华盛恒辉科技有限公司
4698,,宇星际（深圳）科技有限公司
4699,,铁将军汽车电子股份有限公司
4700,,上海恩阶电子科技有限公司
4701,,北京顺泰恒达科技有限公司
4702,,昆山瑞弘测控自动化设备有限公司
4703,,深圳市锂神新能源有限公司
4704,,广东爱吉尔机器人科技有限公司
4705,,常州泰勒维克今创电子有限公司
4706,,江苏信利电子常州有限公司苏州分公司
4707,,深圳市科信达电子有限公司
4708,,无锡菲光科技有限公司
4709,,深圳市捷诚技术服务有限公司
4710,,东莞市高保股权投资有限公司
4711,,上海爱驰亿维汽车销售有限公司
4712,,广东正业科技股份有限公司
4713,,深圳市森威尔科技开发股份有限公司
4714,,广州彩熠灯光股份有限公司
4715,,天津字节无限科技有限责任公司
4716,,蜂巢传动科技河北有限公司
4717,,同致电子科技（昆山）有限公司
4718,,东莞雅音电子科技有限公司
4719,,深圳市三旺通信股份有限公司
4720,,青岛科凯电子研究所有限公司
4721,,广东新创电源科技有限公司
4722,,深圳市豪恩声学股份有限公司
4723,,航天科工系统仿真科技（北京）有限公司
4724,,贝思特机电（嘉兴）有限公司
4725,,蓝马舱行智能科技（上海）有限公司
4726,,深圳市江启科技有限公司
4727,,聪铭科技（上海）有限公司
4728,,"
钙果智能科技
"
4729,,深圳市蓝之洋科技有限公司
4730,,舵敏智能科技（苏州）有限公司
4731,,深圳市中科计算机软件技术有限责任公司
4732,,深圳满天星国际供应链有限公司
4733,,上海宽域工业网络设备有限公司
4734,,西安芯瞳半导体技术有限公司
4735,,北京瑞星网安技术股份有限公司
4736,,深圳市九猫电器有限公司
4737,,深圳市峰移金谷科技有限公司
4738,,深圳市众鸿科技股份有限公司
4739,,深圳市诺泰芯装备有限公司
4740,,江西美格尔医疗设备有限公司
4741,,深圳市韦德勋光电科技有限公司
4742,,赛特威尔电子股份有限公司
4743,,深圳市耐斯特能源科技有限公司
4744,,广东保伦电子股份有限公司
4745,,中城洛邑科技（北京）有限公司
4746,,上海中觅通信技术有限公司
4747,,上海航天壹亘智能科技有限公司
4748,,深圳市纳研科技有限公司
4749,,武汉圆周率软件科技有限公司
4750,,北京华盛恒辉科技有限公司
4751,,宇星际（深圳）科技有限公司
4752,,铁将军汽车电子股份有限公司
4753,,上海恩阶电子科技有限公司
4754,,上海海橘信息科技有限公司
4755,,深圳市科信达电子有限公司
4756,,无锡菲光科技有限公司
4757,,深圳市捷诚技术服务有限公司
4758,,东莞市高保股权投资有限公司
4759,,上海新点生物科技有限公司
4760,,上海伟世通汽车电子系统有限公司武汉分公司
4761,,深圳市禾协科技有限公司
4762,,未耒智能（深圳）有限公司
4763,,上海铂星科技有限公司
4764,,深圳市迪太科技有限公司
4765,,长园半导体设备（珠海）有限公司苏州分公司
4766,,深圳市聚铂鑫科技有限公司
4767,,深圳市递四方速递有限公司
4768,,深圳力和行智能科技有限公司
4769,,广州慧翼智能科技有限公司
4770,,广州市车厘子电子科技有限公司
4771,,深圳前海亘高实业有限公司
4772,,浙江金来奥光电科技有限公司
4773,,停巴技术（集团）有限公司
4774,,"
赛能电池
"
4775,,深圳陆巡科技有限公司
4776,,上海统创电子科技有限公司
4777,,苏州贝耀精密机械有限公司
4778,,深圳市铖镒顺科技有限公司
4779,,北京博奥时代科技有限公司
4780,,江苏创源电子有限公司
4781,,深圳市给力能源科技有限公司
4782,,中科先为激光科技（北京）有限公司
4783,,深圳市新博电科技开发有限公司
4784,,深圳市吉方工控有限公司
4785,,上海追势科技有限公司
4786,,广东秦泰盛智能化科技有限公司
4787,,东莞市二方电子科技有限公司
4788,,上海热像科技股份有限公司
4789,,上海慧敏医疗器械有限公司
4790,,艾麦斯（深圳）电源科技有限公司
4791,,江苏大艺科技股份有限公司
4792,,上海大界机器人科技有限公司
4793,,深圳市芬能自动化设备有限公司
4794,,湖南艾博特机器人技术有限公司
4795,,上海浅素实业有限公司
4796,,广东华升纳米科技股份有限公司
4797,,深圳久硕科技有限公司
4798,,江苏大艺科技股份有限公司
4799,,超技工业（广东）股份有限公司
4800,,深圳市通文达电子有限公司
4801,,深圳德技创新实业有限公司
4802,,深圳市光导科技有限公司
4803,,深圳欧陆通电子股份有限公司
4804,,浙江禾川科技股份有限公司
4805,,深圳市鑫启创科电子科技有限公司
4806,,"
中集物联
"
4807,,广州飞歌汽车音响有限公司
4808,,深圳市其利天下技术开发有限公司
4809,,博彦科技股份有限公司
4810,,深圳市元宇世纪智能科技有限公司
4811,,深圳市汇腾电气技术有限公司
4812,,南京腾亚精工科技股份有限公司
4813,,东声（苏州）智能科技有限公司
4814,,元宇宙（大连）企业信息服务有限公司
4815,,富智康精密组件（北京）有限公司
4816,,深圳市清音拓科技有限公司
4817,,广州视享科技有限公司
4818,,深圳市润点创新科技有限公司
4819,,成都冰蓝科技有限公司
4820,,东莞市爱吉尔智能科技合伙企业（有限合伙）
4821,,深圳市鹰飞科技开发有限公司
4822,,广州培森信息科技有限公司
4823,,北京激动互娱网络科技有限公司
4824,,苏州市华研长荣电子科技有限公司
4825,,武汉光昱明晟智能科技有限公司
4826,,昆山龙雨智能科技有限公司
4827,,深圳腾视科技有限公司
4828,,大连青果科技有限公司
4829,,浙江奥思伟尔电动科技有限公司
4830,,广东粤港澳大湾区国家纳米科技创新研究院
4831,,深圳市华讯隆科技有限公司
4832,,珠海创智科技有限公司
4833,,深圳市维谱科技有限公司
4834,,深圳八方汇企业管理咨询有限公司
4835,,宁波福尔达智能科技股份有限公司
4836,,"
蓝丹智能
"
4837,,北京可以科技有限公司
4838,,上海科络达云软件技术有限公司
4839,,深圳市腾盛精密装备股份有限公司
4840,,深圳市遥尔泰科技发展有限公司
4841,,深圳市比佰特科技有限公司
4842,,厦门劲博汇科技有限公司
4843,,中科创达软件股份有限公司
4844,,深圳市鼎合丰科技有限公司
4845,,深圳市鹏明达企业管理咨询有限公司
4846,,北京安帝科技有限公司
4847,,上海瓶钵信息科技有限公司
4848,,深圳唯特医疗有限公司
4849,,上海世禹精密设备股份有限公司
4850,,上海昶火微电子科技有限公司
4851,,深圳市诺方舟电子有限公司
4852,,润辉（福建）投资有限公司
4853,,北京全景多媒体信息系统公司
4854,,北京银景科技有限公司
4855,,上海爱圣美科技有限公司
4856,,公诚管理咨询有限公司
4857,,长春建工勘测规划设计有限公司江西分公司
4858,,十堰市五扬工程技术咨询有限公司
4859,,杭州朗歌科技有限公司
4860,,特斯拉汽车（北京）有限公司
4861,,上海申芯美集成电路有限公司
4862,,北京优酷科技有限公司
4863,,上海识装信息科技有限公司
4864,,广州市亿汇五金电子有限公司
4865,,四川紫瑞达科技有限公司
4866,,四川浩丰机电安装工程有限公司
4867,,杭州时划科技有限公司
4868,,腾讯科技（深圳）有限公司
4869,,上海致锋汽车科技有限公司
4870,,广州雍圆信息技术有限公司
4871,,台铃科技（江苏）股份有限公司
4872,,上海威缶电子科技有限公司
4873,,光线云（杭州）科技有限公司
4874,,上海芯赛云计算科技有限公司
4875,,北京盈迪曼德科技有限公司
4876,,深圳前海微众银行股份有限公司
4877,,深圳麦格米特电气股份有限公司
4878,,南昌速涤清洁服务有限公司
4879,,东莞市石碣泰康再生资源回收经营部
4880,,梦想元时代科技（北京）有限公司
4881,,中至数据集团股份有限公司
4882,,北京循环智能科技有限公司
4883,,深圳市壹骑科技有限公司
4884,,吉林省发忠排渗水有限公司
4885,,华视信诚（北京）文化传媒有限公司
4886,,北京信银智达科技有限公司
4887,,北京创优天地网络科技有限公司
4888,,南京安达峰软件有限公司
4889,,跨越速运集团有限公司
4890,,大连慧习教育科技有限公司
4891,,阿里巴巴（中国）软件有限公司
4892,,中商汇企（北京）技术有限公司
4893,,如怡（天津）网络科技有限公司
4894,,内蒙古通途商务科技发展有限公司
4895,,海南三维悦和时代信息科技有限公司
4896,,微言知助（重庆）科技有限公司
4897,,益盟股份有限公司
4898,,上海小伴网络科技有限公司
4899,,深圳市国超科技有限公司
4900,,广州好定网络技术有限公司
4901,,蚂蚁智信（杭州）信息技术有限公司
4902,,北京小马达达科技有限公司
4903,,河北沃译科技发展有限公司
4904,,新疆宣东能源有限公司
4905,,广西崇高电子科技有限公司
4906,,惠州市隆合科技有限公司
4907,,山东优亚车业有限公司
4908,,新疆中艺联艺术教育研究院
4909,,潍坊悠玥金属制品有限公司
4910,,南宁创捷汇川科技有限公司
4911,,"
安力川
"
4912,,瓦戈技术（深圳）有限公司
4913,,新疆尚速工程项目管理有限公司
4914,,上海友塔网络科技有限公司
4915,,贵州迈卓自动化设备有限公司
4916,,郑州悦众信息技术有限公司
4917,,大连易联科信息技术有限公司
4918,,长城汽车股份有限公司
4919,,北京字跳网络技术有限公司
4920,,济源市新富中置业有限公司
4921,,广东省洛仑兹技术股份有限公司
4922,,苏州陇上行企业管理有限公司
4923,,青岛星跃铁塔有限公司
4924,,甘肃博商信息科技服务有限公司
4925,,中国联合网络通信有限公司宜春市分公司袁州区经营部
4926,,嘉兴大麦电气有限公司
4927,,陕西华特信科技有限公司
4928,,广东省智能科学与技术研究院
4929,,赛达医疗器械（上海）有限公司
4930,,深圳市莱克生物科技有限公司
4931,,长沙壹众互联网科技有限公司
4932,,青岛大千虹业实业集团有限公司
4933,,掌阅科技股份有限公司
4934,,深圳奎蛇软件科技有限公司
4935,,中科三合（福建）环保科技有限公司
4936,,无锡市金沙田科技有限公司
4937,,山东科创电力科技有限公司
4938,,嵊州市圣方电器科技有限公司
4939,,上海一快多网络科技有限公司
